institution,course_name,url,year,module_name,credits,type
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 1,Select 60 credit points from courses of choice.,60,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 2,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 2,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 2,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 2,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,See our English language requirements page,,core
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 3,See additional information for your country or territory,,core
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,Film & Visual Culture,,optional
Aberdeen,MA (hons) film & visual culture & international relations,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/613/WL62/film-visual-culture-and-international-relations/,Year 4,Politics and International Relations,,optional
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 1,15 Credit Points,15,optional
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 1,15 Credit Points,15,optional
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 1,15 Credit Points,15,optional
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 1,15 Credit Points,15,optional
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 2,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,15 Credit Points,15,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,See our English language requirements page,,core
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 3,See additional information for your country or territory,,core
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) international relations American studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/716/RL2K/hispanic-studies-and-international-relations/,Year 4,30 Credit Points,30,optional
