institution,course_name,url,year,module_name,credits,type
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,Plus 30 credit points from non-LS courses of choice.,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,Plus 30 credit points from the following courses,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,Plus 60 credit points from the following courses,60,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,5 Credit Points,7.5,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,5 Credit Points,7.5,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,5 Credit Points,7.5,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,5 Credit Points,7.5,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,Plus 60 credit points from Legal Studies LX Honours courses,60,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,See our English language requirements page,,core
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 3,See additional information for your country or territory,,core
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 4,30 Credit Points,30,optional
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 4,Legal Studies,,optional
Aberdeen,MA (hons) legal studies & politics,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/778/ML12/legal-studies-and-politics/,Year 4,Politics and International Relations,,optional
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,Plus 30 credit points from non-LS courses of choice.,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,Plus 30 credit points from the following courses,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 1,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,Plus 60 credit points from the following courses,60,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,5 Credit Points,7.5,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,5 Credit Points,7.5,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,5 Credit Points,7.5,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,5 Credit Points,7.5,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 2,15 Credit Points,15,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,Plus 60 credit points from Legal Studies LX Honours,60,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,See our English language requirements page,,core
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 3,See additional information for your country or territory,,core
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,Plus further credit points from level 4 courses in Legal Studies to gain a total of 60 credit points in the discipline,60,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,30 Credit Points,30,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,Legal Studies,,
Aberdeen,MA (hons) international relations & legal studies,https://www.abdn.ac.uk/study/undergraduate/degree-programmes/755/MLC2/international-relations-and-legal-studies/,Year 4,Politics and International Relations,,
